Approved symbol	Alias symbol	Previous symbol	Ensembl gene ID
SWSAP1	SWS1AP1	C19orf39	ENSG00000173928
SWT1	FLJ20121	C1orf26	ENSG00000116668
SWT1	HsSwt1	C1orf26	ENSG00000116668
SYAP1	FLJ14495		ENSG00000169895
SYAP1	PRO3113		ENSG00000169895
SYBU	FLJ20366		ENSG00000147642
SYBU	GOLSYN		ENSG00000147642
SYBU	KIAA1472		ENSG00000147642
SYBU	OCSYN		ENSG00000147642
SYBU	SNPHL		ENSG00000147642
SYBU-AS1	AC079061.1		ENSG00000248050
SYCE1	bA108K14.6	C10orf94	ENSG00000171772
SYCE1	CT76	C10orf94	ENSG00000171772
SYCE1L	MRP2		ENSG00000205078
SYCE2	CESC1		ENSG00000161860
SYCE3		C22orf41	ENSG00000217442
SYCN	SYL	INSSA1	ENSG00000179751
SYCN	FLJ27441	INSSA1	ENSG00000179751
SYCP1	HOM-TES-14		ENSG00000198765
SYCP1	SCP1		ENSG00000198765
SYCP1	CT8		ENSG00000198765
SYCP1L2
SYCP1L3
SYCP2	SCP2		ENSG00000196074
SYCP2L	dJ62D2.1	C6orf177	ENSG00000153157
SYCP2L	NO145	C6orf177	ENSG00000153157
SYCP3			ENSG00000139351
SYDE1	7h3		ENSG00000105137
SYDE1	FLJ13511		ENSG00000105137
SYDE1	SYD1		ENSG00000105137
SYDE2	FLJ13815		ENSG00000097096
SYF2	p29	CBPIN	ENSG00000117614
SYF2	DKFZp564O2082	CBPIN	ENSG00000117614
SYF2	NTC31	CBPIN	ENSG00000117614
SYF2	fSAP29	CBPIN	ENSG00000117614
SYF2P1		CBPINP	ENSG00000258350
SYF2P1		SYF2P	ENSG00000258350
SYF2P2			ENSG00000233148
SYK			ENSG00000165025
SYM2
SYMPK	SYM		ENSG00000125755
SYMPK	SPK		ENSG00000125755
SYMPK	Pta1		ENSG00000125755
SYMPK-AS1			ENSG00000269148
SYN1		MRX50	ENSG00000008056
SYN2	SYNII		ENSG00000157152
SYN2	SYNIIa		ENSG00000157152
SYN2	SYNIIb		ENSG00000157152
SYN3			ENSG00000185666
SYN3-AS1			ENSG00000236054
SYNAGE			ENSG00000279249
SYNC	SYNCOILIN	SYNC1	ENSG00000162520
SYNCRIP	NSAP1		ENSG00000135316
SYNCRIP	GRY-RBP		ENSG00000135316
SYNCRIP	dJ3J17.2		ENSG00000135316
SYNCRIP	HNRPQ1		ENSG00000135316
SYNCRIP	hnRNP-Q		ENSG00000135316
SYNCRIP	HNRNPQ		ENSG00000135316
SYNCRIPP1			ENSG00000234241
SYNDIG1	FLJ14220	C20orf39	ENSG00000101463
SYNDIG1	FLJ14220	TMEM90B	ENSG00000101463
SYNDIG1	IFITMD5	C20orf39	ENSG00000101463
SYNDIG1	IFITMD5	TMEM90B	ENSG00000101463
SYNDIG1	DSPC2	C20orf39	ENSG00000101463
SYNDIG1	DSPC2	TMEM90B	ENSG00000101463
SYNDIG1L	capucin	TMEM90A	ENSG00000183379
SYNDIG1L	IFITMD4	TMEM90A	ENSG00000183379
SYNDIG1L	DSPC1	TMEM90A	ENSG00000183379
SYNDIG1L	SynDIG2	TMEM90A	ENSG00000183379
SYNE1	SYNE-1B	C6orf98	ENSG00000131018
SYNE1	KIAA0796	C6orf98	ENSG00000131018
SYNE1	8B	C6orf98	ENSG00000131018
SYNE1	Nesprin-1	C6orf98	ENSG00000131018
SYNE1	enaptin	C6orf98	ENSG00000131018
SYNE1	MYNE1	C6orf98	ENSG00000131018
SYNE1	CPG2	C6orf98	ENSG00000131018
SYNE1	dJ45H2.2	C6orf98	ENSG00000131018
SYNE1	SCAR8	C6orf98	ENSG00000131018
SYNE1	ARCA1	C6orf98	ENSG00000131018
SYNE1	Nesp1	C6orf98	ENSG00000131018
SYNE1-AS1			ENSG00000234577
SYNE1-AS2			ENSG00000226193
SYNE2	SYNE-2		ENSG00000054654
SYNE2	DKFZP434H2235		ENSG00000054654
SYNE2	Nesprin-2		ENSG00000054654
SYNE2	NUANCE		ENSG00000054654
SYNE2	NUA		ENSG00000054654
SYNE2	KIAA1011		ENSG00000054654
SYNE2	Nesp2		ENSG00000054654
SYNE3	FLJ25605	C14orf49	ENSG00000176438
SYNE3	FLJ25605	LINC00341	ENSG00000176438
SYNE3	FLJ25605	C14orf139	ENSG00000176438
SYNE3	FLJ25605	NCRNA00341	ENSG00000176438
SYNE3	NET53	C14orf49	ENSG00000176438
SYNE3	NET53	LINC00341	ENSG00000176438
SYNE3	NET53	C14orf139	ENSG00000176438
SYNE3	NET53	NCRNA00341	ENSG00000176438
SYNE3	Nesprin-3	C14orf49	ENSG00000176438
SYNE3	Nesprin-3	LINC00341	ENSG00000176438
SYNE3	Nesprin-3	C14orf139	ENSG00000176438
SYNE3	Nesprin-3	NCRNA00341	ENSG00000176438
SYNE3	Nesp3	C14orf49	ENSG00000176438
SYNE3	Nesp3	LINC00341	ENSG00000176438
SYNE3	Nesp3	C14orf139	ENSG00000176438
SYNE3	Nesp3	NCRNA00341	ENSG00000176438
SYNE3-AS1	AL133467.1		ENSG00000258572
SYNE4	FLJ36445	C19orf46	ENSG00000181392
SYNE4	FLJ36445	DFNB76	ENSG00000181392
SYNE4	Nesprin-4	C19orf46	ENSG00000181392
SYNE4	Nesprin-4	DFNB76	ENSG00000181392
SYNE4	Nesp4	C19orf46	ENSG00000181392
SYNE4	Nesp4	DFNB76	ENSG00000181392
SYNGAP1	SYNGAP		ENSG00000197283
SYNGAP1	RASA5		ENSG00000197283
SYNGAP1	KIAA1938		ENSG00000197283
SYNGAP1-AS1	SYNGAP1-AS		ENSG00000274259
SYNGR1			ENSG00000100321
SYNGR2			ENSG00000108639
SYNGR2P1		SYNGR2P	ENSG00000260174
SYNGR2P2
SYNGR3			ENSG00000127561
SYNGR4			ENSG00000105467
SYNJ1	INPP5G		ENSG00000159082
SYNJ1	PARK20		ENSG00000159082
SYNJ2	INPP5H		ENSG00000078269
SYNJ2-IT1			ENSG00000233496
SYNJ2BP	Arip2		ENSG00000213463
SYNJ2BP-COX16			ENSG00000258644
SYNM	KIAA0353	DMN	ENSG00000182253
SYNM	SYN	DMN	ENSG00000182253
SYNM-AS1			ENSG00000259475
SYNM-AS2	TP53LC11		ENSG00000261054
SYNPO	KIAA1029		ENSG00000171992
SYNPO	SYNPO1		ENSG00000171992
SYNPO2	MYOPODIN		ENSG00000172403
SYNPO2	SYISL		ENSG00000172403
SYNPO2L	FLJ12921		ENSG00000166317
SYNPO2L-AS1			ENSG00000271848
SYNPR	MGC26651		ENSG00000163630
SYNPR	SPO		ENSG00000163630
SYNPR-AS1	LncFASA		ENSG00000241359
SYNRG	SYNG	AP1GBP1	ENSG00000275066
SYNRG	MGC104959	AP1GBP1	ENSG00000275066
SYP	MRX96		ENSG00000102003
SYP-AS1			ENSG00000237341
SYPL1		SYPL	ENSG00000008282
SYPL1P1			ENSG00000243154
SYPL1P2			ENSG00000265683
SYPL2	Mg29		ENSG00000143028
SYS1	dJ453C12.4	C20orf169	ENSG00000204070
SYS1-DBNDD2			ENSG00000254806
SYT1	P65	SYT	ENSG00000067715
SYT1	P65	SVP65	ENSG00000067715
SYT1-AS1	AC027288.3		ENSG00000257894
SYT2			ENSG00000143858
SYT2-AS1	RP11-569A11.1		ENSG00000226862
SYT3			ENSG00000213023
SYT4	KIAA1342		ENSG00000132872
SYT4	HsT1192		ENSG00000132872
SYT5			ENSG00000129990
SYT6			ENSG00000134207
SYT7	IPCA-7	PCANAP7	ENSG00000011347
SYT7	SYT-VII	PCANAP7	ENSG00000011347
SYT7	MGC150517	PCANAP7	ENSG00000011347
SYT8	DKFZp434K0322		ENSG00000149043
SYT9			ENSG00000170743
SYT9-AS1			ENSG00000251364
SYT10			ENSG00000110975
SYT11	KIAA0080		ENSG00000132718
SYT11	MGC10881		ENSG00000132718
SYT11	MGC17226		ENSG00000132718
SYT11	DKFZp781D015		ENSG00000132718
SYT12	SRG1		ENSG00000173227
SYT13	KIAA1427		ENSG00000019505
SYT14	sytXIV		ENSG00000143469
SYT14	FLJ34198		ENSG00000143469
SYT14P1	SYTDEP	SYT14L	ENSG00000215127
SYT14P1	CHR415SYT	SYT14L	ENSG00000215127
SYT15	CHR10SYT		ENSG00000204176
SYT15-AS1			ENSG00000231187
SYT15B			ENSG00000277758
SYT16	yt14r	SYT14L	ENSG00000139973
SYT16	CHR14SYT	SYT14L	ENSG00000139973
SYT16	Strep14	SYT14L	ENSG00000139973
SYT17	Syt-17		ENSG00000103528
SYTL1	SLP1		ENSG00000142765
SYTL1	JFC1		ENSG00000142765
SYTL1	FLJ14996		ENSG00000142765
SYTL1	exophilin-7		ENSG00000142765
SYTL2	FLJ20163		ENSG00000137501
SYTL2	FLJ21219		ENSG00000137501
SYTL2	KIAA1597		ENSG00000137501
SYTL2	exophilin-4		ENSG00000137501
SYTL2	CHR11SYT		ENSG00000137501
SYTL2	SLP2		ENSG00000137501
SYTL2	SGA72M		ENSG00000137501
SYTL2	MGC102768		ENSG00000137501
SYTL2	PPP1R151		ENSG00000137501
SYTL3	SLP3		ENSG00000164674
SYTL3	exophilin-6		ENSG00000164674
SYTL4	Slp4		ENSG00000102362
SYTL5	Slp5		ENSG00000147041
SYVN1	HRD1		ENSG00000162298
SYVN1	DER3		ENSG00000162298
SZRD1	DKFZp566C0424	C1orf144	ENSG00000055070
SZRD1P1			ENSG00000256678
SZT2	FLJ10387	C1orf84	ENSG00000198198
SZT2	FLJ10387	KIAA0467	ENSG00000198198
SZT2	SZT2B	C1orf84	ENSG00000198198
SZT2	SZT2B	KIAA0467	ENSG00000198198
SZT2	RP11-506B15.1	C1orf84	ENSG00000198198
SZT2	RP11-506B15.1	KIAA0467	ENSG00000198198
SZT2	FLJ34502	C1orf84	ENSG00000198198
SZT2	FLJ34502	KIAA0467	ENSG00000198198
SZT2	SZT2A	C1orf84	ENSG00000198198
SZT2	SZT2A	KIAA0467	ENSG00000198198
SZT2	KICS1	C1orf84	ENSG00000198198
SZT2	KICS1	KIAA0467	ENSG00000198198
SZT2-AS1			ENSG00000229372
TAAR1	TAR1	TRAR1	ENSG00000146399
TAAR1	TA1	TRAR1	ENSG00000146399
TAAR2		GPR58	ENSG00000146378
TAAR3P		GPR57	ENSG00000179073
TAAR3P		TAAR3	ENSG00000179073
TAAR4P			ENSG00000237449
TAAR5	PNR		ENSG00000135569
TAAR6	TA4	TRAR4	ENSG00000146383
TAAR7P			ENSG00000235998
TAAR8	TA5	GPR102	ENSG00000146385
TAAR8	TA5	TRAR5	ENSG00000146385
TAAR8	TAR5	GPR102	ENSG00000146385
TAAR8	TAR5	TRAR5	ENSG00000146385
TAAR9	TA3	TRAR3	ENSG00000237110
TAAR9	TAR3	TRAR3	ENSG00000237110
TAB1		MAP3K7IP1	ENSG00000100324
TAB2	KIAA0733	MAP3K7IP2	ENSG00000055208
TAB2-AS1			ENSG00000225924
TAB3		MAP3K7IP3	ENSG00000157625
TAB3-AS1	OTTHUMG00000021331	CXorf29	ENSG00000231542
TAB3-AS2			ENSG00000235512
TAB3P1			ENSG00000235462
TAC1	NPK	TAC2	ENSG00000006128
TAC1	NPK	NKNA	ENSG00000006128
TAC3	ZNEUROK1	NKNB	ENSG00000166863
TAC3	NKB	NKNB	ENSG00000166863
TAC3	NK3	NKNB	ENSG00000166863
TAC3	LncZBTB39-1:2	NKNB	ENSG00000166863
TAC3	LncZBTB39	NKNB	ENSG00000166863
TAC4	HK-1		ENSG00000176358
TAC4	Pptc		ENSG00000176358
TAC4	PPT-C		ENSG00000176358
TAC4-AS1			ENSG00000204584
TACC1			ENSG00000147526
TACC1P1			ENSG00000224920
TACC2	AZU-1		ENSG00000138162
TACC2	ECTACC		ENSG00000138162
TACC3	ERIC1		ENSG00000013810
TACC3	ERIC-1		ENSG00000013810
TACC3	maskin		ENSG00000013810
TACC3	Tacc4		ENSG00000013810
TACO1		CCDC44	ENSG00000136463
TACR1	SPR	TAC1R	ENSG00000115353
TACR1	NK1R	TAC1R	ENSG00000115353
TACR1	NKIR	TAC1R	ENSG00000115353
TACR1-AS1			ENSG00000270571
TACR2	SKR	TAC2R	ENSG00000075073
TACR2	SKR	NKNAR	ENSG00000075073
TACR2	NK2R	TAC2R	ENSG00000075073
TACR2	NK2R	NKNAR	ENSG00000075073
TACR3	NK3R		ENSG00000169836
TACR3	NKR		ENSG00000169836
TACR3	TAC3R		ENSG00000169836
TACR3-AS1	RP11-297P16.3		ENSG00000251577
TACSTD2	TROP2	M1S1	ENSG00000184292
TACSTD2	GA733-1	M1S1	ENSG00000184292
TACSTD2	EGP-1	M1S1	ENSG00000184292
TADA1	STAF42	TADA1L	ENSG00000152382
TADA1	ADA1	TADA1L	ENSG00000152382
TADA1	hADA1	TADA1L	ENSG00000152382
TADA1	HFI1	TADA1L	ENSG00000152382
TADA2A	ADA2	TADA2L	ENSG00000276234
TADA2A	hADA2	TADA2L	ENSG00000276234
TADA2A	ADA2A	TADA2L	ENSG00000276234
TADA2B	MGC21874		ENSG00000173011
TADA3	FLJ20221	TADA3L	ENSG00000171148
TADA3	FLJ21329	TADA3L	ENSG00000171148
TADA3	ADA3	TADA3L	ENSG00000171148
TADA3	hADA3	TADA3L	ENSG00000171148
TADA3	NGG1	TADA3L	ENSG00000171148
TAF1	NSCL2	TAF2A	ENSG00000147133
TAF1	NSCL2	BA2R	ENSG00000147133
TAF1	NSCL2	CCG1	ENSG00000147133
TAF1	NSCL2	CCGS	ENSG00000147133
TAF1	NSCL2	DYT3	ENSG00000147133
TAF1	TAFII250	TAF2A	ENSG00000147133
TAF1	TAFII250	BA2R	ENSG00000147133
TAF1	TAFII250	CCG1	ENSG00000147133
TAF1	TAFII250	CCGS	ENSG00000147133
TAF1	TAFII250	DYT3	ENSG00000147133
TAF1	KAT4	TAF2A	ENSG00000147133
TAF1	KAT4	BA2R	ENSG00000147133
TAF1	KAT4	CCG1	ENSG00000147133
TAF1	KAT4	CCGS	ENSG00000147133
TAF1	KAT4	DYT3	ENSG00000147133
TAF1	DYT3/TAF1	TAF2A	ENSG00000147133
TAF1	DYT3/TAF1	BA2R	ENSG00000147133
TAF1	DYT3/TAF1	CCG1	ENSG00000147133
TAF1	DYT3/TAF1	CCGS	ENSG00000147133
TAF1	DYT3/TAF1	DYT3	ENSG00000147133
TAF1A	TAFI48		ENSG00000143498
TAF1A	SL1		ENSG00000143498
TAF1A-AS1			ENSG00000225265
TAF1B	TAFI63		ENSG00000115750
TAF1B	SL1		ENSG00000115750
TAF1B	RAF1B		ENSG00000115750
TAF1B	RAFI63		ENSG00000115750
TAF1C	TAFI110		ENSG00000103168
TAF1C	TAFI95		ENSG00000103168
TAF1C	SL1		ENSG00000103168
TAF1C	MGC:39976		ENSG00000103168
TAF1D	MGC5306	JOSD3	ENSG00000166012
TAF1D	TAF(I)41	JOSD3	ENSG00000166012
TAF1L			ENSG00000122728
TAF2	TAFII150	TAF2B	ENSG00000064313
TAF2	CIF150	TAF2B	ENSG00000064313
TAF3	TAF140		ENSG00000165632
TAF3	TAFII140		ENSG00000165632
TAF4	TAFII130	TAF4A	ENSG00000130699
TAF4	TAFII130	TAF2C1	ENSG00000130699
TAF4	TAFII130	TAF2C	ENSG00000130699
TAF4	TAFII135	TAF4A	ENSG00000130699
TAF4	TAFII135	TAF2C1	ENSG00000130699
TAF4	TAFII135	TAF2C	ENSG00000130699
TAF4B	TAFII105	TAF2C2	ENSG00000141384
TAF5	TAFII100	TAF2D	ENSG00000148835
TAF5L	PAF65B		ENSG00000135801
TAF5LP1	HsT33855	TAF5LP	ENSG00000267369
TAF6	TAFII70	TAF2E	ENSG00000106290
TAF6	TAFII80	TAF2E	ENSG00000106290
TAF6	MGC:8964	TAF2E	ENSG00000106290
TAF6	TAFII85	TAF2E	ENSG00000106290
TAF6L	PAF65A		ENSG00000162227
TAF7	TAFII55	TAF2F	ENSG00000178913
TAF7L	CT40	TAF2Q	ENSG00000102387
TAF8	FLJ32821	TBN	ENSG00000137413
TAF8	TAF(II)43	TBN	ENSG00000137413
TAF9	TAFII31	TAF2G	ENSG00000273841
TAF9	TAFII32	TAF2G	ENSG00000273841
TAF9	TAFIID32	TAF2G	ENSG00000273841
TAF9	MGC5067	TAF2G	ENSG00000273841
TAF9	CGI-137	TAF2G	ENSG00000273841
TAF9	MGC1603	TAF2G	ENSG00000273841
TAF9	MGC3647	TAF2G	ENSG00000273841
TAF9	AD-004	TAF2G	ENSG00000273841
TAF9B	TAFII31L	TAF9L	ENSG00000187325
TAF9B	DN-7	TAF9L	ENSG00000187325
TAF9B	DN7	TAF9L	ENSG00000187325
TAF9B	TFIID-31	TAF9L	ENSG00000187325
TAF9BP1			ENSG00000213871
TAF9BP2			ENSG00000215760
TAF9P1			ENSG00000226353
TAF9P2			ENSG00000229302
TAF9P3	TAF2GL		ENSG00000267692
TAF10	TAFII30	TAF2H	ENSG00000166337
TAF10	TAFII30	TAF2A	ENSG00000166337
TAF11	TAFII28	TAF2I	ENSG00000064995
TAF11L1
TAF11L2			ENSG00000284373
TAF11L3			ENSG00000284439
TAF11L4			ENSG00000284283
TAF11L5			ENSG00000284234
TAF11L6			ENSG00000284042
TAF11L7			ENSG00000284465
TAF11L8			ENSG00000283967
TAF11L9			ENSG00000283988
TAF11L10			ENSG00000284356
TAF11L11			ENSG00000283740
TAF11L12			ENSG00000249156
TAF11L13			ENSG00000283776
TAF11L14			ENSG00000250782
TAF12	TAFII20	TAF2J	ENSG00000120656
TAF12-DT		LINC01715	ENSG00000229388
TAF13	TAFII18	TAF2K	ENSG00000197780
TAF13P1		TAF13P
TAF13P2			ENSG00000225658
TAF15	hTAFII68	TAF2N	ENSG00000270647
TAF15	RBP56	TAF2N	ENSG00000270647
TAF15	Npl3	TAF2N	ENSG00000270647
TAFA1	TAFA-1	FAM19A1	ENSG00000183662
TAFA2	TAFA-2	FAM19A2	ENSG00000198673
TAFA3	TAFA-3	FAM19A3	ENSG00000184599
TAFA4	TAFA-4	FAM19A4	ENSG00000163377
TAFA5	TAFA-5	FAM19A5	ENSG00000219438
TAFAZZIN	BTHS	CMD3A	ENSG00000102125
TAFAZZIN	BTHS	EFE2	ENSG00000102125
TAFAZZIN	BTHS	EFE	ENSG00000102125
TAFAZZIN	BTHS	TAZ	ENSG00000102125
TAFAZZIN	G4.5	CMD3A	ENSG00000102125
TAFAZZIN	G4.5	EFE2	ENSG00000102125
TAFAZZIN	G4.5	EFE	ENSG00000102125
TAFAZZIN	G4.5	TAZ	ENSG00000102125
TAFAZZIN	TAZ1	CMD3A	ENSG00000102125
TAFAZZIN	TAZ1	EFE2	ENSG00000102125
TAFAZZIN	TAZ1	EFE	ENSG00000102125
TAFAZZIN	TAZ1	TAZ	ENSG00000102125
TAGAP	FLJ32631		ENSG00000164691
TAGAP	IDDM21		ENSG00000164691
TAGAP	ARHGAP47		ENSG00000164691
TAGAP-AS1			ENSG00000271913
TAGLN	SM22		ENSG00000149591
TAGLN	WS3-10		ENSG00000149591
TAGLN	TAGLN1		ENSG00000149591
TAGLN	SMCC		ENSG00000149591
TAGLN	DKFZp686P11128		ENSG00000149591
TAGLN	TGLN		ENSG00000149591
TAGLN2	KIAA0120		ENSG00000158710
TAGLN2	HA1756		ENSG00000158710
TAGLN2P1			ENSG00000253676
TAGLN2P2
TAGLN3	NP25		ENSG00000144834
TAGLN3	NP22		ENSG00000144834
TAL1	SCL	TCL5	ENSG00000162367
TAL1	bHLHa17	TCL5	ENSG00000162367
TAL2	bHLHa19		ENSG00000186051
TALAM1			ENSG00000289740
TALDO1			ENSG00000177156
TALDO1P1	TAL-H	TALDO
TALDO1P1	TAL-H	TALDOP1
TAMALIN		GRASP	ENSG00000161835
TAMALIN-AS1		GRASPOS
TAMALIN-AS1		GRASP-AS1
TAMM41	MGC16471	C3orf31	ENSG00000144559
TAMM41	DKFZp434E0519	C3orf31	ENSG00000144559
TANAR			ENSG00000223991
TANC1	KIAA1728		ENSG00000115183
TANC1	ROLSB		ENSG00000115183
TANC2	DKFZP564D166		ENSG00000170921
TANC2	FLJ10215		ENSG00000170921
TANC2	FLJ11824		ENSG00000170921
TANC2	KIAA1148		ENSG00000170921
TANC2	KIAA1636		ENSG00000170921
TANC2	rols		ENSG00000170921
TANC2	ROLSA		ENSG00000170921
TANGO2	DKFZp761P1121	C22orf25	ENSG00000183597
TANGO6	FLJ12688	TMCO7	ENSG00000103047
TANGO6	KIAA1746	TMCO7	ENSG00000103047
TANK	I-TRAF	TRAF2	ENSG00000136560
TANK-AS1			ENSG00000224467
TAOK1	KIAA1361		ENSG00000160551
TAOK1	MARKK		ENSG00000160551
TAOK1	PSK2		ENSG00000160551
TAOK1	MAP3K16		ENSG00000160551
TAOK1	FLJ14314		ENSG00000160551
TAOK1	TAO1		ENSG00000160551
TAOK1	hTAOK1		ENSG00000160551
TAOK1	hKFC-B		ENSG00000160551
TAOK2	TAO1		ENSG00000149930
TAOK2	KIAA0881		ENSG00000149930
TAOK2	PSK		ENSG00000149930
TAOK2	PSK1		ENSG00000149930
TAOK2	TAO2		ENSG00000149930
TAOK2	MAP3K17		ENSG00000149930
TAOK2	hKFC-C		ENSG00000149930
TAOK2	PSK-1		ENSG00000149930
TAOK2	PSK1-BETA		ENSG00000149930
TAOK2	Tao2beta		ENSG00000149930
TAOK3	JIK		ENSG00000135090
TAOK3	DPK		ENSG00000135090
TAOK3	MAP3K18		ENSG00000135090
TAP1	PSF1	ABCB2	ENSG00000168394
TAP1	RING4	ABCB2	ENSG00000168394
TAP1	D6S114E	ABCB2	ENSG00000168394
TAP2	PSF2	ABCB3	ENSG00000204267
TAP2	RING11	ABCB3	ENSG00000204267
TAP2	D6S217E	ABCB3	ENSG00000204267
TAPBP	TAPA		ENSG00000231925
TAPBP	TPN		ENSG00000231925
TAPBP	TPSN		ENSG00000231925
TAPBP	NGS17		ENSG00000231925
TAPBPL	TAPBP-R		ENSG00000139192
TAPBPL	FLJ10143		ENSG00000139192
TAPBPL	TAPBPR		ENSG00000139192
TAPT1	FLJ90013		ENSG00000169762
TAPT1-AS1	FLJ39653		ENSG00000263327
TAPVR1
TARBP1	TRP-185		ENSG00000059588
TARBP1	TRM3		ENSG00000059588
TARBP1	TRMT3		ENSG00000059588
TARBP2	Trbp		ENSG00000139546
TARBP2P1	TRBP	TARBP2P
TARDBP	TDP-43		ENSG00000120948
TARDBP	ALS10		ENSG00000120948
TARDBPP1	bA318P23.1	TARDBPL	ENSG00000233402
TARDBPP2			ENSG00000238213
TARDBPP3
TARDBPP4			ENSG00000253555
TARDBPP5
TARID		EYA4-AS1	ENSG00000227954
TARM1			ENSG00000248385
TARS1		TARS	ENSG00000113407
TARS1-DT			ENSG00000249572
TARS2	FLJ12528	TARSL1	ENSG00000143374
TARS2P1			ENSG00000248104
TARS3	FLJ25005	TARSL2	ENSG00000185418
TARS3	ThrRS-L	TARSL2	ENSG00000185418
TAS1R1	T1R1	GPR70	ENSG00000173662
TAS1R1	TR1	GPR70	ENSG00000173662
TAS1R2	T1R2	GPR71	ENSG00000179002
TAS1R2	TR2	GPR71	ENSG00000179002
TAS1R3	T1R3		ENSG00000169962
TAS2R1	T2R1		ENSG00000169777
TAS2R1	TRB7		ENSG00000169777
TAS2R2	T2R02	TAS2R2P	ENSG00000203523
TAS2R2	T2R2	TAS2R2P	ENSG00000203523
TAS2R3	T2R3		ENSG00000127362
TAS2R4	T2R4		ENSG00000127364
TAS2R5	T2R5		ENSG00000127366
TAS2R6P	T2R06	TAS2R6	ENSG00000270923
TAS2R6P	T2R6	TAS2R6	ENSG00000270923
TAS2R7	T2R7		ENSG00000121377
TAS2R7	TRB4		ENSG00000121377
TAS2R8	T2R8		ENSG00000121314
TAS2R8	TRB5		ENSG00000121314
TAS2R9	T2R9		ENSG00000121381
TAS2R9	TRB6		ENSG00000121381
TAS2R10	T2R10		ENSG00000121318
TAS2R10	TRB2		ENSG00000121318
TAS2R12P	T2R12	TAS2R12	ENSG00000256682
TAS2R13	T2R13		ENSG00000212128
TAS2R13	TRB3		ENSG00000212128
TAS2R14	T2R14		ENSG00000212127
TAS2R14	TRB1		ENSG00000212127
TAS2R15P	T2R15	TAS2R15	ENSG00000212125
TAS2R15P	PS8	TAS2R15	ENSG00000212125
TAS2R16	T2R16		ENSG00000128519
TAS2R18P	T2R18	TAS2R65P	ENSG00000256981
TAS2R18P	T2R18	TAS2R18	ENSG00000256981
TAS2R18P	TAS2R65	TAS2R65P	ENSG00000256981
TAS2R18P	TAS2R65	TAS2R18	ENSG00000256981
TAS2R19	T2R19	TAS2R48	ENSG00000212124
TAS2R19	T2R19	TAS2R23	ENSG00000212124
TAS2R19	T2R23	TAS2R48	ENSG00000212124
TAS2R19	T2R23	TAS2R23	ENSG00000212124
TAS2R20	T2R20	TAS2R49	ENSG00000255837
TAS2R20	T2R56	TAS2R49	ENSG00000255837
TAS2R22P	T2R22	TAS2R22
TAS2R30	T2R30	TAS2R47	ENSG00000256188
TAS2R31	T2R31	TAS2R44	ENSG00000256436
TAS2R31	T2R53	TAS2R44	ENSG00000256436
TAS2R33	T2R33
TAS2R36	T2R36
TAS2R37P	T2R37	TAS2R37
TAS2R38	T2R61	PTC	ENSG00000257138
TAS2R39			ENSG00000236398
TAS2R40		GPR60	ENSG00000221937
TAS2R41	T2R59		ENSG00000221855
TAS2R42	T2R24		ENSG00000186136
TAS2R42	T2R55		ENSG00000186136
TAS2R42	hT2R55		ENSG00000186136
TAS2R42	TAS2R55		ENSG00000186136
TAS2R43	T2R52		ENSG00000255374
TAS2R45	ZG24P	GPR59	ENSG00000261936
TAS2R46	T2R54		ENSG00000226761
TAS2R50	T2R51		ENSG00000212126
TAS2R60	T2R60		ENSG00000185899
TAS2R62P	T2R62		ENSG00000234066
TAS2R62P	TAS2R62		ENSG00000234066
TAS2R63P			ENSG00000256019
TAS2R64P	T2R64		ENSG00000256274
TAS2R64P	T2R64P		ENSG00000256274
TAS2R67P
TAS2R68P	T2R68P		ENSG00000262829
TAS2R68P	PS7		ENSG00000262829
TASL	FLJ11577	CXorf21	ENSG00000120280
TASOR	se89-1	C3orf63	ENSG00000163946
TASOR	se89-1	FAM208A	ENSG00000163946
TASOR	RAP140	C3orf63	ENSG00000163946
TASOR	RAP140	FAM208A	ENSG00000163946
TASOR	KIAA1105	C3orf63	ENSG00000163946
TASOR	KIAA1105	FAM208A	ENSG00000163946
TASOR	TASOR1	C3orf63	ENSG00000163946
TASOR	TASOR1	FAM208A	ENSG00000163946
TASOR2	FLJ20360	C10orf18	ENSG00000108021
TASOR2	FLJ20360	FAM208B	ENSG00000108021
TASOR2	bA318E3.2	C10orf18	ENSG00000108021
TASOR2	bA318E3.2	FAM208B	ENSG00000108021
TASOR2	KIAA2006	C10orf18	ENSG00000108021
TASOR2	KIAA2006	FAM208B	ENSG00000108021
TASP1	FLJ20212	C20orf13	ENSG00000089123
TASP1	dJ585I14.2	C20orf13	ENSG00000089123
TAT			ENSG00000198650
TAT-AS1			ENSG00000260886
TATDN1	CDA11		ENSG00000147687
TATDN1P1			ENSG00000234369
TATDN2	KIAA0218		ENSG00000157014
TATDN2P1			ENSG00000198414
TATDN2P2			ENSG00000218226
TATDN2P3			ENSG00000235205
TATDN3			ENSG00000203705
TAX1BP1	TXBP151		ENSG00000106052
TAX1BP1	CALCOCO3		ENSG00000106052
TAX1BP1-AS1			ENSG00000229893
TAX1BP3	TIP-1		ENSG00000213977
TBATA	FLJ32820	C10orf27	ENSG00000166220
TBATA	spatial	C10orf27	ENSG00000166220
TBC1D1	TBC		ENSG00000065882
TBC1D1	TBC1		ENSG00000065882
TBC1D1	KIAA1108		ENSG00000065882
TBC1D2	PARIS1		ENSG00000095383
TBC1D2	TBC1D2A		ENSG00000095383
